word	code	lemm	text_fk	sentence_number	word_Id
Петрарки	йР	Петрарка	5381	8	811600
з	ПР	з	5381	8	811601
київського	АЧ	київський	5381	8	811602
технiчного	АЧ	технічний	5381	8	811603
училища	ЛР	училище	5381	8	811604
на	ПП	на	5381	8	811605
Подолi	йП	Поділ	5381	8	811606
,			5381	8	811607
захована	АЖ	захований	5381	8	811608
у	ПВ	у	5381	8	811609
теплицi	КП	теплиця	5381	8	811610
його	ЪS	його	5381	8	811611
саморобної	АЗ	саморобний	5381	8	811612
валiзки	КР	валізка	5381	8	811613
,			5381	8	811614
чи	СС	чи	5381	8	811615
вона	МЖ	вона	5381	8	811616
-		-	5381	8	811617
забута	АЖ	забутий	5381	8	811618
,			5381	8	811619
занедбана	АЖ	занедбаний	5381	8	811620
цибулина	КИ	цибулина	5381	8	811621
Попелюшка	кИ	Попелюшка	5381	8	811622
,			5381	8	811623
що	МС	що	5381	8	811624
безiменно	Н0	безіменно	5381	8	811625
зiтлiє	ГЯ	зітліти	5381	8	811626
у	ПП	у	5381	8	811627
шлунку	ЙП	шлунок	5381	8	811628
якогось	ОР	якийсь	5381	8	811629
бонзи	ЙР	бонза	5381	8	811630
,			5381	8	811631
вона	МЖ	вона	5381	9	811632
,			5381	9	811633
золота-золотiсiнька	АЖ	золотий-золотісінький	5381	9	811634
,			5381	9	811635
не	Ь0	не	5381	9	811636
знає	ГЯ	знати	5381	9	811637
,			5381	9	811638
як	Н0	як	5381	9	811639
їй	МК	вона	5381	9	811640
судилось	ГЛ	судитися	5381	9	811641
вмерти	ГФ	вмерти	5381	9	811642
,			5381	9	811643
чи	СС	чи	5381	9	811644
судилось	ГЛ	судитися	5381	9	811645
лягти	ГФ	лягти	5381	9	811646
їй	МК	вона	5381	9	811647
святими	АЮ	святий	5381	9	811648
бiлими	АЮ	білий	5381	9	811649
нiмбами	ЙЮ	німб	5381	9	811650
на	ПВ	на	5381	9	811651
нерозгадану	АЛ	нерозгаданий	5381	9	811652
тайну	КВ	тайна	5381	9	811653
пшеничної	АЗ	пшеничний	5381	9	811654
скибки	КР	скибка	5381	9	811655
,			5381	9	811656
чи	СС	чи	5381	9	811657
вона	МЖ	вона	5381	9	811658
має	ГЯ	мати	5381	9	811659
крутити	ГФ	крутити	5381	9	811660
хула-хуп	ЛВ	хула-хуп	5381	9	811661
перед	ПТ	перед	5381	9	811662
кривавим	АТ	кривавий	5381	9	811663
шашликом	ЙТ	шашлик	5381	9	811664
на	ПП	на	5381	9	811665
срiбному	АШ	срібний	5381	9	811666
тiлi	ЛП	тіло	5381	9	811667
грузинського	АР	грузинський	5381	9	811668
князя	ЙР	князь	5381	9	811669
шампура	ЙР	шампур	5381	9	811670
.			5381	9	811671
.			5381	9	811672
.			5381	9	811673
Починається	ГА	починатися	5381	10	811674
золота	АЖ	золотий	5381	10	811675
агонiя	КИ	агонія	5381	10	811676
передсмертного	АР	передсмертний	5381	10	811677
стриптиза	ЙР	стриптиз	5381	10	811678
:			5381	10	811679
вона	МЖ	вона	5381	10	811680
скидає	ГЯ	скидати	5381	10	811681
свою	ОЛ	свій	5381	10	811682
золотаву	АЛ	золотавий	5381	10	811683
шубку	КВ	шубка	5381	10	811684
,			5381	10	811685
вона	МЖ	вона	5381	10	811686
скидає	ГЯ	скидати	5381	10	811687
свiй	ОВ	свій	5381	10	811688
золотавий	АВ	золотавий	5381	10	811689
лискучий	АВ	лискучий	5381	10	811690
светр	ЙВ	светр	5381	10	811691
,			5381	10	811692
вона	МЖ	вона	5381	10	811693
скидає	ГЯ	скидати	5381	10	811694
свою	ОЛ	свій	5381	10	811695
золотисту	АЛ	золотистий	5381	10	811696
нiжну	АЛ	ніжний	5381	10	811697
сукенку	КВ	сукенка	5381	10	811698
,			5381	10	811699
вона	МЖ	вона	5381	10	811700
скидає	ГЯ	скидати	5381	10	811701
свою	ОЛ	свій	5381	10	811702
золотiсiньку	АЛ	золотісінький	5381	10	811703
льолю-лушпинку	КВ	льоля-лушпинка	5381	10	811704
і	СС	і	5381	10	811705
,			5381	10	811706
оголена	АЖ	оголений	5381	10	811707
,			5381	10	811708
бiла	АЖ	білий	5381	10	811709
,			5381	10	811710
плаче	ГЯ	плакати	5381	10	811711
од	ПР	од	5381	10	811712
згвалтованої	АЗ	згвалтований	5381	10	811713
цноти	КР	цнота	5381	10	811714
,			5381	10	811715
вона	МЖ	вона	5381	10	811716
-		-	5381	10	811717
золота	АЖ	золотий	5381	10	811718
цибулинка	КИ	цибулинка	5381	10	811719
з	ПР	з	5381	10	811720
маминого	АР	мамин	5381	10	811721
городу	ЙР	город	5381	10	811722
,			5381	10	811723
вона	МЖ	вона	5381	10	811724
-		-	5381	10	811725
золота	АЖ	золотий	5381	10	811726
весталка	КИ	весталка	5381	10	811727
з	ПР	з	5381	10	811728
храму	ЙР	храм	5381	10	811729
таємницi	КР	таємниця	5381	10	811730
буття	ЛР	буття	5381	10	811731
,			5381	10	811732
зiбгана	АЖ	зібганий	5381	10	811733
в	ПВ	в	5381	10	811734
золотий	ЙВ	золотий	5381	10	811735
кулачок	ЙВ	кулачок	5381	10	811736
переляку	ЙР	переляк	5381	10	811737
.			5381	10	811738
.			5381	10	811739
.			5381	10	811740
Бабусенція	КИ	бабусенція	5382	1	811741
.			5382	1	811742
Ой	Ь0	ой	5382	2	811743
оце	ОС	оцей	5382	2	811744
чудне	АС	чудний	5382	2	811745
дiвчатонько	ЛИ	дівчатонько	5382	2	811746
,			5382	2	811747
ой-я	ЬВ	ой-я	5382	2	811748
,			5382	2	811749
щосуботоньки	Н0	щосуботоньки	5382	2	811750
їде	ГЯ	їхати	5382	2	811751
з	ПР	з	5382	2	811752
мiстонька	ЛР	містонько	5382	2	811753
до	ПР	до	5382	2	811754
бабоньки	КР	бабонька	5382	2	811755
,			5382	2	811756
до	ПР	до	5382	2	811757
бабусеньки	КР	бабусенька	5382	2	811758
,			5382	2	811759
ой	Ь0	ой	5382	2	811760
.			5382	2	811761
Лишає	ГЯ	лишати	5382	3	811762
свої	ОУ	свій	5382	3	811763
iнфузорiї-туфельки	КУ	інфузорія-туфелька	5382	3	811764
,			5382	3	811765
скидає	ГЯ	скидати	5382	3	811766
свої	ОУ	свій	5382	3	811767
лакованi	АУ	лакований	5382	3	811768
туфельки	КУ	туфелька	5382	3	811769
,			5382	3	811770
одягає	ГЯ	одягати	5382	3	811771
куфайчатко	ЛВ	куфайчатко	5382	3	811772
порване	АХ	порваний	5382	3	811773
,			5382	3	811774
ой-ой-оєчки	ЬВ	ой-ой-оєчки	5382	3	811775
.			5382	3	811776
У	ПР	у	5382	4	811777
бабцюлi	КР	бабцюля	5382	4	811778
,			5382	4	811779
у	ПР	у	5382	4	811780
бабусеньки	КР	бабусенька	5382	4	811781
,			5382	4	811782
ой	Ь0	ой	5382	4	811783
,			5382	4	811784
взува	ГЯ	взувати	5382	4	811785
старi	АУ	старий	5382	4	811786
чоботи-шкарбани	ИУ	чоботи-шкарбани	5382	4	811787
,			5382	4	811788
бабчинi	АУ	бабчиний	5382	4	811789
чоботи-чоботищеньки	ИУ	чоботи-чоботищеньки	5382	4	811790
.			5382	4	811791
Наносить	ГЯ	наносити	5382	5	811792
води	КР	вода	5382	5	811793
повну	АЛ	повний	5382	5	811794
балiю	КВ	балія	5382	5	811795
ще	Н0	ще	5382	5	811796
вiдро	ЛВ	відро	5382	5	811797
,			5382	5	811798
ще	Н0	ще	5382	5	811799
вiдро	ЛВ	відро	5382	5	811800
,			5382	5	811801
ще	Н0	ще	5382	5	811802
вiдеречко	ЛВ	відеречко	5382	5	811803
,			5382	5	811804
та	СС	та	5382	5	811805
в	ПВ	в	5382	5	811806
баняки	ЙУ	баняк	5382	5	811807
,			5382	5	811808
банячища	ЛУ	банячища	5382	5	811809
,			5382	5	811810
ой	Ь0	ой	5382	5	811811
,			5382	5	811812
та	СС	та	5382	5	811813
любисток	ЙИ	любисток	5382	5	811814
зiмлiє	ГЯ	зімліти	5382	5	811815
в	ПП	в	5382	5	811816
горнятах	ЛЯ	горня	5382	5	811817
,			5382	5	811818
аж	Ь0	аж	5382	5	811819
зiмлiє	ГЯ	зімліти	5382	5	811820
бабусина	АЖ	бабусин	5382	5	811821
хата	КИ	хата	5382	5	811822
,			5382	5	811823
ой-ой-ой	ЬВ	ой-ой-ой	5382	5	811824
,			5382	5	811825
хата	КИ	хата	5382	5	811826
,			5382	5	811827
хатуся	КИ	хатуся	5382	5	811828
,			5382	5	811829
хатинонька	КИ	хатинонька	5382	5	811830
,			5382	5	811831
хатусенька	КИ	хатусенька	5382	5	811832
,			5382	5	811833
Хата	КИ	хата	5382	5	811834
Стрiхiвна	аЖ	Стріхівна	5382	5	811835
,			5382	5	811836
ой	Ь0	ой	5382	5	811837
.			5382	5	811838
-		-	5382	6	811839
Заворожи	Г5	заворожити	5382	6	811840
менi	МД	я	5382	6	811841
,			5382	6	811842
бабченько	КК	бабченько	5382	6	811843
,			5382	6	811844
ой-я	ЬВ	ой-я	5382	6	811845
,			5382	6	811846
бабусенько	КК	бабусенька	5382	6	811847
,			5382	6	811848
бабулиня	КИ	бабулиня	5382	6	811849
,			5382	6	811850
бабусенцiя	КИ	бабусенція	5382	6	811851
.			5382	6	811852
Ой	Ь0	ой	5382	7	811853
гаряча	АЖ	гарячий	5382	7	811854
,			5382	7	811855
ой	Ь0	ой	5382	7	811856
бабулик	КИ	бабулик	5382	7	811857
,			5382	7	811858
ой-ой-ой-єчки	ЬВ	ой-ой-ой-єчки	5382	7	811859
.			5382	7	811860
Ляпотить	ГЯ	ляпотіти	5382	8	811861
,			5382	8	811862
хлюпотить	ГЯ	хлюпотіти	5382	8	811863
у	ПП	у	5382	8	811864
ночовоньках	ИЯ	ночовоньки	5382	8	811865
дiвулиця	КИ	дівулиця	5382	8	811866
,			5382	8	811867
дiвчина	КИ	дівчина	5382	8	811868
,			5382	8	811869
дiвогоренько	ЛИ	дівогоренько	5382	8	811870
,			5382	8	811871
а	СС	а	5382	8	811872
бабуся	КИ	бабуся	5382	8	811873
так	Ь0	так	5382	8	811874
i	Ь0	і	5382	8	811875
вештається	ГА	вештатися	5382	8	811876
,			5382	8	811877
ой-я	ЬВ	ой-я	5382	8	811878
,			5382	8	811879
а	СС	а	5382	8	811880
бабище	ЛИ	бабище	5382	8	811881
все	Ь0	все	5382	8	811882
шупортається	ГА	шупортатися	5382	8	811883
,			5382	8	811884
ой-я	ЬВ	ой-я	5382	8	811885
,			5382	8	811886
з	ПТ	з	5382	8	811887
кочергами	КЮ	кочерга	5382	8	811888
,			5382	8	811889
з	ПТ	з	5382	8	811890
баняками	ЙЮ	баняк	5382	8	811891
,			5382	8	811892
банячищами	ЛЮ	банячище	5382	8	811893
.			5382	8	811894
.			5382	8	811895
.			5382	8	811896
Внучка	КИ	Внучка	5382	9	811897
,			5382	9	811898
внученька	КИ	внученька	5382	9	811899
,			5382	9	811900
студентонька	КИ	студентонька	5382	9	811901
спить	ГЯ	спати	5382	9	811902
у	ПР	у	5382	9	811903
баби	КР	баба	5382	9	811904
на	ПП	на	5382	9	811905
ряднищi	ЛП	ряднище	5382	9	811906
,			5382	9	811907
на	ПП	на	5382	9	811908
ряднi	ЛП	рядно	5382	9	811909
пiд	ПТ	під	5382	9	811910
кожухом	ЙТ	кожух	5382	9	811911
,			5382	9	811912
кожушиськом	ЙТ	кожушисько	5382	9	811913
,			5382	9	811914
кожушариськом	ЛТ	кожушарисько	5382	9	811915
.			5382	9	811916
На	ПП	на	5382	10	811917
лежанцi	КП	лежанка	5382	10	811918
в	ПВ	в	5382	10	811919
цмоки	ЙУ	цмок	5382	10	811920
цмокає	ГЯ	цмокати	5382	10	811921
,			5382	10	811922
аж	Ь0	аж	5382	10	811923
оєчки	Н0	оєчки	5382	10	811924
.			5382	10	811925
(			5382	11	811926
Випадає	ГЯ	випадати	5382	11	811927
їй	МК	вона	5382	11	811928
казьонний	АИ	казьонний	5382	11	811929
дiм	ЙИ	дім	5382	11	811930
,			5382	11	811931
і	СС	і	5382	11	811932
валет	ЙИ	валет	5382	11	811933
бубновий	АИ	бубновий	5382	11	811934
в	ПП	в	5382	11	811935
нiм	МП	він	5382	11	811936
,			5382	11	811937
туз	ЙВ	туз	5382	11	811938
хрестовий	АВ	хрестовий	5382	11	811939
заберу	ГR	забрати	5382	11	811940
,			5382	11	811941
швидше	Н0	швидше	5382	11	811942
вже	Н0	вже	5382	11	811943
сама	ОЖ	самий	5382	11	811944
помру	ГR	померти	5382	11	811945
.			5382	11	811946
.			5382	11	811947
.			5382	11	811948
)			5382	11	811949
А	СС	а	5382	12	811950
дiвуля	КИ	дівуля	5382	12	811951
,			5382	12	811952
дiвчинина	КИ	дівчинина	5382	12	811953
,			5382	12	811954
дiвувальниця	КИ	дівувальниця	5382	12	811955
до	ПР	до	5382	12	811956
кожуха	ЙР	кожух	5382	12	811957
,			5382	12	811958
кожушенка	ЛР	кожушенко	5382	12	811959
так	Ь0	так	5382	12	811960
i	Ь0	і	5382	12	811961
горнеться	ГА	горнутися	5382	12	811962
,			5382	12	811963
а	СС	а	5382	12	811964
бабуся	КИ	бабуся	5382	12	811965
,			5382	12	811966
бабулиня	КИ	бабулиня	5382	12	811967
,			5382	12	811968
бабусенцiя	КИ	бабусенція	5382	12	811969
до	ПР	до	5382	12	811970
дiвчиська	ЛР	дівчисько	5382	12	811971
,			5382	12	811972
дiвчиниська	ЛР	дівчинисько	5382	12	811973
так	Ь0	так	5382	12	811974
i	Ь0	і	5382	12	811975
тулиться	ГА	тулитися	5382	12	811976
-		-	5382	12	811977
сиротина	КИ	сиротина	5382	12	811978
ж	Ь0	ж	5382	12	811979
,			5382	12	811980
сиротуля	КИ	сиротуля	5382	12	811981
,			5382	12	811982
сиропташечка	КИ	сиропташечка	5382	12	811983
,			5382	12	811984
бабумамця	КИ	бабумамця	5382	12	811985
,			5382	12	811986
бабутатко	ЙИ	бабутатко	5382	12	811987
,			5382	12	811988
бабусонечко	ЛИ	бабусонечко	5382	12	811989
.			5382	12	811990
.			5382	12	811991
.			5382	12	811992
Балада	КИ	балада	5383	1	811993
про	ПВ	про	5383	1	811994
вузлики	ЙУ	вузлик	5383	1	811995
.			5383	1	811996
Була	ГЙ	бути	5383	2	811997
колись	Н0	колись	5383	2	811998
у	ПР	у	5383	2	811999
мене	МР	я	5383	2	812000
баба	КИ	баба	5383	2	812001
Корупчиха	кИ	Корупчиха	5383	2	812002
,			5383	2	812003
менi	МД	я	5383	2	812004
i	СС	і	5383	2	812005
досi	Н0	досі	5383	2	812006
її	Ъ3	її	5383	2	812007
руки	КА	рука	5383	2	812008
свiтять	ГЮ	світити	5383	2	812009
.			5383	2	812010
Була	ГЙ	бути	5383	3	812011
баба	КИ	баба	5383	3	812012
Корупчиха	кИ	Корупчиха	5383	3	812013
темна	АЖ	темний	5383	3	812014
,			5383	3	812015
неграмотна	АЖ	неграмотний	5383	3	812016
,			5383	3	812017
менi	МД	я	5383	3	812018
i	Ь0	і	5383	3	812019
досi	Н0	досі	5383	3	812020
її	Ъ3	її	5383	3	812021
руки	КА	рука	5383	3	812022
свiтять	ГЮ	світити	5383	3	812023
.			5383	3	812024
Пекла	ГЙ	пекти	5383	4	812025
баба	КИ	баба	5383	4	812026
Корупчиха	кИ	Корупчиха	5383	4	812027
пироги	ЙУ	пиріг	5383	4	812028
з	ПТ	з	5383	4	812029
калиною	КТ	калина	5383	4	812030
,			5383	4	812031
менi	МД	я	5383	4	812032
i	СС	і	5383	4	812033
досi	Н0	досі	5383	4	812034
свiт	ЙИ	світ	5383	4	812035
без	ПР	без	5383	4	812036
неї	МЗ	вона	5383	4	812037
темний	АИ	темний	5383	4	812038
.			5383	4	812039
Хто	МИ	хто	5383	5	812040
був	ГЕ	бути	5383	5	812041
голодний	АИ	голодний	5383	5	812042
-		-	5383	5	812043
приходив	ГЕ	приходити	5383	5	812044
до	ПР	до	5383	5	812045
Корупчихи	кР	Корупчиха	5383	5	812046
.			5383	5	812047
Вона	МЖ	вона	5383	6	812048
кожного	МВ	кожний	5383	6	812049
вузликом	ЙТ	вузлик	5383	6	812050
надiляла	ГЙ	наділяти	5383	6	812051
.			5383	6	812052
Хто	МИ	хто	5383	7	812053
був	ГЕ	бути	5383	7	812054
холодний	АИ	холодний	5383	7	812055
-		-	5383	7	812056
грiвся	ГЭ	грітися	5383	7	812057
у	ПР	у	5383	7	812058
Корупчихи	кР	Корупчиха	5383	7	812059
і	СС	і	5383	7	812060
виносив	ГЕ	виносити	5383	7	812061
од	ПР	од	5383	7	812062
неї	МЗ	вона	5383	7	812063
вузлик	ЙВ	вузлик	5383	7	812064
у	ПП	у	5383	7	812065
пазусi	КП	пазуха	5383	7	812066
.			5383	7	812067
Хто	МИ	хто	5383	8	812068
був	ГЕ	бути	5383	8	812069
безсовiсний	АИ	безсовісний	5383	8	812070
,			5383	8	812071
той	МИ	той	5383	8	812072
лишався	ГЭ	лишатися	5383	8	812073
безсовiсним	АТ	безсовісний	5383	8	812074
.			5383	8	812075
А	СС	а	5383	9	812076
вона	МЖ	вона	5383	9	812077
кожного	МВ	кожний	5383	9	812078
вузликом	ЙТ	вузлик	5383	9	812079
надiляла	ГЙ	наділяти	5383	9	812080
.			5383	9	812081
Як	СП	як	5383	10	812082
насняться	ГУ	наснитися	5383	10	812083
менi	МД	я	5383	10	812084
сни	ЙА	сон	5383	10	812085
чорнющi	АА	чорнющий	5383	10	812086
прийде	ГЯ	прийти	5383	10	812087
Корупчиха	кИ	Корупчиха	5383	10	812088
,			5383	10	812089
розв'яже	ГЯ	розв'язати	5383	10	812090
вузлик	ЙВ	вузлик	5383	10	812091
,			5383	10	812092
як	СП	як	5383	10	812093
насняться	ГУ	наснитися	5383	10	812094
менi	МД	я	5383	10	812095
сни	ЙА	сон	5383	10	812096
солодкi	АА	солодкий	5383	10	812097
з	ПТ	з	5383	10	812098
калиною	КТ	калина	5383	10	812099
,			5383	10	812100
прийде	ГЯ	прийти	5383	10	812101
Корупчиха	кИ	Корупчиха	5383	10	812102
,			5383	10	812103
зав'яже	ГЯ	зав'язати	5383	10	812104
їх	МУ	вони	5383	10	812105
у	ПВ	у	5383	10	812106
вузлик	ЙВ	вузлик	5383	10	812107
.			5383	10	812108
Дуже	Н0	Дуже	5383	11	812109
журиться	ГА	журитися	5383	11	812110
баба	КИ	баба	5383	11	812111
Корупчиха	кИ	Корупчиха	5383	11	812112
в	ПП	в	5383	11	812113
могилi	КП	могила	5383	11	812114
,			5383	11	812115
руки	КУ	рука	5383	11	812116
їй	МК	вона	5383	11	812117
склали	ГН	скласти	5383	11	812118
,			5383	11	812119
не	Ь0	не	5383	11	812120
може	ГЯ	могти	5383	11	812121
зв'язати	ГФ	зв'язати	5383	11	812122
вузлика	ЙР	вузлик	5383	11	812123
.			5383	11	812124
Я	МИ	я	5383	12	812125
не	Ь0	не	5383	12	812126
вiрю	ГR	вірити	5383	12	812127
у	ПВ	у	5383	12	812128
скатерки-самобранки	КУ	скатерка-самобранка	5383	12	812129
,			5383	12	812130
вiрю	ГR	вірити	5383	12	812131
у	ПВ	у	5383	12	812132
вузлики	ЙУ	вузлик	5383	12	812133
баби	КР	баба	5383	12	812134
Корупчихи	кР	Корупчиха	5383	12	812135
.			5383	12	812136
Сам	ОИ	сам	5383	13	812137
їх	МУ	вони	5383	13	812138
бачив	ГЕ	бачити	5383	13	812139
,			5383	13	812140
сам	ОИ	сам	5383	13	812141
їх	МУ	вони	5383	13	812142
розв'язував	ГЕ	розв'язувати	5383	13	812143
і	СС	і	5383	13	812144
зав'язав	ГЕ	зав'язати	5383	13	812145
їх	МУ	вони	5383	13	812146
навiки	Н0	навіки	5383	13	812147
у	ПП	у	5383	13	812148
пам'ятi	КП	пам'ять	5383	13	812149
.			5383	13	812150
А	СС	а	5383	14	812151
Корупчиха	кИ	Корупчиха	5383	14	812152
бiлою	АМ	білий	5383	14	812153
хустиною	КТ	хустина	5383	14	812154
запиналася	ГИ	запинатися	5383	14	812155
,			5383	14	812156
вузлика	ЙР	вузлик	5383	14	812157
пiд	ПВ	під	5383	14	812158
шию	КВ	шия	5383	14	812159
нiколи	Н0	ніколи	5383	14	812160
не	Ь0	не	5383	14	812161
зав'язувала	ГЙ	зав'язувати	5383	14	812162
,			5383	14	812163
а	СС	а	5383	14	812164
сховали	ГН	сховати	5383	14	812165
її	МЛ	вона	5383	14	812166
у	ПП	у	5383	14	812167
позиченiй	АН	позичений	5383	14	812168
хустцi	КП	хустка	5383	14	812169
,			5383	14	812170
бо	СП	бо	5383	14	812171
свої	ОУ	свій	5383	14	812172
вона	МЖ	вона	5383	14	812173
у	ПВ	у	5383	14	812174
вузлики	ЙУ	вузлик	5383	14	812175
пов'язала	ГЙ	пов'язати	5383	14	812176
.			5383	14	812177
.			5383	14	812178
.			5383	14	812179
Балада	КИ	балада	5384	1	812180
про	ПВ	про	5384	1	812181
мою	ОЛ	мій	5384	1	812182
дівчину	КВ	дівчина	5384	1	812183
.			5384	1	812184
Ой	Ь0	ой	5384	2	812185
ти	МИ	ти	5384	2	812186
дiвчинонько	КК	дівчинонька	5384	2	812187
,			5384	2	812188
моя	ОЖ	мій	5384	2	812189
вiр'янонько	КК	вір'янонька	5384	2	812190
,			5384	2	812191
у	ПР	у	5384	2	812192
тебе	МР	ти	5384	2	812193
личенько	ЛИ	личенько	5384	2	812194
-		-	5384	2	812195
рум'яне	АС	рум'яний	5384	2	812196
яблунько	ЛИ	яблунько	5384	2	812197
.			5384	2	812198
А	СС	а	5384	3	812199
твої	ОА	твій	5384	3	812200
вустонька	ИА	вустонька	5384	3	812201
,			5384	3	812202
а	СС	а	5384	3	812203
твої	ОА	твій	5384	3	812204
губоньки	КА	губонька	5384	3	812205
звелись	ГМ	звестися	5384	3	812206
пелюстоньки	КА	пелюстонька	5384	3	812207
з	ПТ	з	5384	3	812208
вогнем	ЙТ	вогонь	5384	3	812209
докупоньки	Н0	докупоньки	5384	3	812210
.			5384	3	812211
Ой	Ь0	ой	5384	4	812212
не	Ь0	не	5384	4	812213
так	СС	так	5384	4	812214
вустоньки	ИА	вустоньки	5384	4	812215
,			5384	4	812216
як	Н0	як	5384	4	812217
тiльки	Н0	тільки	5384	4	812218
ти	МИ	ти	5384	4	812219
сама	ОЖ	самий	5384	4	812220
,			5384	4	812221
як	СП	як	5384	4	812222
на	ПП	на	5384	4	812223
бумазi	КП	бумага	5384	4	812224
вся	ОЖ	весь	5384	4	812225
перцем	ЙТ	перець	5384	4	812226
написана	АЖ	написаний	5384	4	812227
.			5384	4	812228
Писали	ГН	писати	5384	5	812229
ж	Ь0	ж	5384	5	812230
,			5384	5	812231
ладили	ГН	ладити	5384	5	812232
в	ПВ	в	5384	5	812233
темнавi	АУ	темнавий	5384	5	812234
ноченьки	КУ	ноченька	5384	5	812235
,			5384	5	812236
списали	ГН	списати	5384	5	812237
,			5384	5	812238
зладили	ГН	зладити	5384	5	812239
хупавi	АУ	хупавий	5384	5	812240
оченьки	ИУ	оченьки	5384	5	812241
.			5384	5	812242
Та	СС	Та	5384	6	812243
ще	Н0	ще	5384	6	812244
й	Ь0	й	5384	6	812245
при	ПП	при	5384	6	812246
мiсяцю	ЙП	місяць	5384	6	812247
,			5384	6	812248
ще	Н0	ще	5384	6	812249
й	Ь0	й	5384	6	812250
при	ПП	при	5384	6	812251
горiшечку	ЙП	горішечок	5384	6	812252
пустили	ГН	пустити	5384	6	812253
в	ПР	в	5384	6	812254
кароньки	КР	каронька	5384	6	812255
лукавцю	ЙР	лукавець	5384	6	812256
кришечку	КВ	кришечка	5384	6	812257
.			5384	6	812258
Ой	Ь0	ой	5384	7	812259
малювали	ГН	малювати	5384	7	812260
влад	Н0	Влад	5384	7	812261
тi	ОА	той	5384	7	812262
малярове	ЙА	маляр	5384	7	812263
,			5384	7	812264
намалювали	ГН	намалювати	5384	7	812265
вряд	Н0	вряд	5384	7	812266
тонюнi	АУ	тонюній	5384	7	812267
брови	КУ	брова	5384	7	812268
.			5384	7	812269
А	СС	а	5384	8	812270
вже	Н0	вже	5384	8	812271
при	ПП	при	5384	8	812272
соненьку	ЛП	соненько	5384	8	812273
,			5384	8	812274
при	ПП	при	5384	8	812275
жайворiненьку	ЛП	жайворіненько	5384	8	812276
рiвняли	ГН	рівняти	5384	8	812277
брiвоньку	КВ	брівонька	5384	8	812278
та	СС	та	5384	8	812279
й	Ь0	й	5384	8	812280
пiд	ПВ	під	5384	8	812281
шнурiвоньку	КВ	шнурівонька	5384	8	812282
.			5384	8	812283
Аж	Ь0	аж	5384	9	812284
надiрвалися	ГМ	надірватися	5384	9	812285
з	ПР	з	5384	9	812286
того	ОЧ	той	5384	9	812287
старання	ЛР	старання	5384	9	812288
.			5384	9	812289
Це	Ь0	Це	5384	10	812290
моя	ОЖ	мій	5384	10	812291
дiвчина	КИ	дівчина	5384	10	812292
-		-	5384	10	812293
кажу	ГR	казати	5384	10	812294
зарання	Н0	зарання	5384	10	812295
.			5384	10	812296
.			5384	10	812297
.			5384	10	812298
Балада	КИ	балада	5385	1	812299
роду	ЙР	рід	5385	1	812300
.			5385	1	812301
В	ПР	в	5385	2	812302
мого	ОР	мій	5385	2	812303
роду	ЙР	рід	5385	2	812304
-		-	5385	2	812305
сто	ЧА	сто	5385	2	812306
дорiг	КЕ	дорога	5385	2	812307
,			5385	2	812308
сто	ЧУ	сто	5385	2	812309
столiть	ЛЕ	століття	5385	2	812310
у	ПР	у	5385	2	812311
мого	ОР	мій	5385	2	812312
роду	ЙР	рід	5385	2	812313
.			5385	2	812314
Вичовганий	АИ	вичовганий	5385	3	812315
старий	АИ	старий	5385	3	812316
порiг	ЙИ	поріг	5385	3	812317
старiй	АК	старий	5385	3	812318
бабi	КД	баба	5385	3	812319
в	ПВ	в	5385	3	812320
нагороду	КВ	нагорода	5385	3	812321
.			5385	3	812322
Сива	АЖ	сивий	5385	4	812323
стежка	КИ	стежка	5385	4	812324
в	ПВ	в	5385	4	812325
сто	ЧУ	сто	5385	4	812326
дорiг	КЕ	дорога	5385	4	812327
розлiтається	ГА	розлітатися	5385	4	812328
од	ПР	од	5385	4	812329
хати	КР	хата	5385	4	812330
.			5385	4	812331
Сто	ЧУ	сто	5385	5	812332
вiтрiв	ЙЕ	вітер	5385	5	812333
мiй	ОИ	мій	5385	5	812334
вiк	ЙИ	вік	5385	5	812335
запрiг	ГЕ	запрягти	5385	5	812336
сиву	АЛ	сив	5385	5	812337
хату	КВ	хата	5385	5	812338
розхитати	ГФ	розхитати	5385	5	812339
.			5385	5	812340
Сто	ЧА	сто	5385	6	812341
скажених	АЕ	скажений	5385	6	812342
сивих	АЕ	сивий	5385	6	812343
бiд	КЕ	біда	5385	6	812344
та	СС	та	5385	6	812345
й	Ь0	й	5385	6	812346
сушило	ЛИ	сушило	5385	6	812347
ж	Ь0	ж	5385	6	812348
роду	ЙР	рід	5385	6	812349
вроду	КВ	врода	5385	6	812350
,			5385	6	812351
та	СС	та	5385	6	812352
не	Ь0	не	5385	6	812353
висхне	ГЯ	висхнути	5385	6	812354
зроду	Н0	зроду	5385	6	812355
рiд	ЙИ	рід	5385	6	812356
нi	СС	ні	5385	6	812357
в	ПВ	в	5385	6	812358
погоду	КВ	погода	5385	6	812359
,			5385	6	812360
нi	СС	ні	5385	6	812361
в	ПВ	в	5385	6	812362
негоду	КВ	негода	5385	6	812363
.			5385	6	812364
Внучок	ЙИ	внучок	5385	7	812365
тупцю	КВ	тупця	5385	7	812366
тупотить	ГЯ	тупотіти	5385	7	812367
,			5385	7	812368
тупцю	КВ	тупця	5385	7	812369
,			5385	7	812370
внуцю	ЙК	внуця	5385	7	812371
,			5385	7	812372
тупцю	КВ	тупця	5385	7	812373
