,word,code,lemm,text_fk,sentence_number,word_Id
5454,Плечистий,АИ,плечистий,5395,9,814532
5455,гамiр,ЙИ,гамір,5395,9,814533
5456,гусне,ГЯ,гуснути,5395,9,814534
5457,навкруги,Н0,навкруги,5395,9,814535
5458,",",,,5395,9,814536
5459,кипить,ГЯ,кипіти,5395,9,814537
5460,студентство,ЛИ,студентство,5395,9,814538
5461,на,ПП,на,5395,9,814539
5462,тарелi,ЙП,таріль,5395,9,814540
5463,площi,КР,площа,5395,9,814541
5464,",",,,5395,9,814542
5465,і,СС,і,5395,9,814543
5466,рве,ГЯ,рвати,5395,9,814544
5467,офiцiознi,АУ,офіціозний,5395,9,814545
5468,береги,ЙУ,берег,5395,9,814546
5469,",",,,5395,9,814547
5470,і,СС,і,5395,9,814548
5471,топче,ГЯ,топтати,5395,9,814549
5472,манiфесту,ЙР,маніфест,5395,9,814550
5473,теплi,АУ,теплий,5395,9,814551
5474,мощi,ИУ,мощі,5395,9,814552
5475,.,,,5395,9,814553
5476,Фальцет,ЙИ,фальцет,5395,10,814554
5477,жандарма,ЙР,жандарм,5395,10,814555
5478,будяком,ЙТ,будяк,5395,10,814556
5479,зроста,ГЯ,зростати,5395,10,814557
5480,",",,,5395,10,814558
5481,і,СС,і,5395,10,814559
5482,тулиться,ГА,тулитися,5395,10,814560
5483,охранка,КИ,охранка,5395,10,814561
5484,рiдним,АТ,рідний,5395,10,814562
5485,братом,ЙТ,брат,5395,10,814563
5486,-,,-,5395,10,814564
5487,чигає,ГЯ,чигати,5395,10,814565
5488,мста,КИ,мста,5395,10,814566
5489,",",,,5395,10,814567
5490,державна,АЖ,державний,5395,10,814568
5491,i,СС,і,5395,10,814569
5492,проста,АЖ,простий,5395,10,814570
5493,",",,,5395,10,814571
5494,та,ОЖ,той,5395,10,814572
5495,буйна,АЖ,буйний,5395,10,814573
5496,пiсня,КИ,пісня,5395,10,814574
5497,трощить,ГЯ,трощити,5395,10,814575
5498,зуби,ЙУ,зуб,5395,10,814576
5499,гратам,ИО,грати,5395,10,814577
5500,.,,,5395,10,814578
5501,Жаскi,АА,жаский,5395,11,814579
5502,слова,ЛА,слово,5395,11,814580
5503,тасуються,ГУ,тасуватися,5395,11,814581
5504,в,ПВ,в,5395,11,814582
5505,ряди,ЙУ,ряд,5395,11,814583
5506,",",,,5395,11,814584
5507,рвуть,ГЮ,рвати,5395,11,814585
5508,пуповину,КВ,пуповина,5395,11,814586
5509,в,ПП,в,5395,11,814587
5510,чесному,АШ,чесний,5395,11,814588
5511,захланнi,ЛП,захлання,5395,11,814589
5512,",",,,5395,11,814590
5513,стартують,ГЮ,стартувати,5395,11,814591
5514,з,ПР,з,5395,11,814592
5515,тебе,МР,ти,5395,11,814593
5516,",",,,5395,11,814594
5517,матiрно,Н0,матірно,5395,11,814595
5518,рудi,АА,рудий,5395,11,814596
5519,",",,,5395,11,814597
5520,щоб,СП,щоб,5395,11,814598
5521,прикипiти,ГФ,прикипіти,5395,11,814599
5522,в,ПП,в,5395,11,814600
5523,смертi,КП,смерть,5395,11,814601
5524,чи,СС,чи,5395,11,814602
5525,в,ПП,в,5395,11,814603
5526,повстаннi,ЛП,повстання,5395,11,814604
5527,.,,,5395,11,814605
5528,Це,Ь0,Це,5395,12,814606
5529,стовковисько,ЛИ,стовковисько,5395,12,814607
5530,",",,,5395,12,814608
5531,цей,ОИ,цей,5395,12,814609
5532,картатий,АИ,картатий,5395,12,814610
5533,тлум,ЙИ,тлум,5395,12,814611
5534,студентство,ЛИ,студентство,5395,12,814612
5535,",",,,5395,12,814613
5536,робiтництво,ЛИ,робітництво,5395,12,814614
5537,",",,,5395,12,814615
5538,шпики,ЙА,шпик,5395,12,814616
5539,",",,,5395,12,814617
5540,зайди,ЙА,зайда,5395,12,814618
5541,змiсили,ГН,змісити,5395,12,814619
5542,в,ПП,в,5395,12,814620
5543,пiснi,КП,пісня,5395,12,814621
5544,волю,КВ,воля,5395,12,814622
5545,",",,,5395,12,814623
5546,вiру,КВ,віра,5395,12,814624
5547,й,СС,й,5395,12,814625
5548,глум,ЙВ,глум,5395,12,814626
5549,",",,,5395,12,814627
5550,а,СС,а,5395,12,814628
5551,пiсня,КИ,пісня,5395,12,814629
5552,свiжа,АЖ,свіжий,5395,12,814630
5553,-,,-,5395,12,814631
5554,щойно,Н0,щойно,5395,12,814632
5555,втерла,ГЙ,втерти,5395,12,814633
5556,заїди,КУ,заїда,5395,12,814634
5557,.,,,5395,12,814635
5558,Ген,Ь0,ген,5395,13,814636
5559,диригент,ЙИ,диригент,5395,13,814637
5560,",",,,5395,13,814638
5561,твiй,ОИ,твій,5395,13,814639
5562,сивий,АИ,сивий,5395,13,814640
5563,побратим,ЙИ,побратим,5395,13,814641
5564,",",,,5395,13,814642
5565,змахнув,ГЕ,змахнути,5395,13,814643
5566,крилом,ЛТ,крило,5395,13,814644
5567,над,ПТ,над,5395,13,814645
5568,розпашiлим,АТ,розпашілий,5395,13,814646
5569,хором,ЙТ,хор,5395,13,814647
5570,",",,,5395,13,814648
5571,і,СС,і,5395,13,814649
5572,двигнув,ГЕ,двигнути,5395,13,814650
5573,гiмн,ЙВ,гімн,5395,13,814651
5574,своїм,ОЦ,свій,5395,13,814652
5575,плечем,ЛТ,плече,5395,13,814653
5576,твердим,АЦ,твердий,5395,13,814654
5577,",",,,5395,13,814655
5578,аж,Ь0,аж,5395,13,814656
5579,крекнув,ГЕ,крекнути,5395,13,814657
5580,город,ЙИ,город,5395,13,814658
5581,",",,,5395,13,814659
5582,затаївшись,Гл,затаїтися,5395,13,814660
5583,хворим,АТ,хворий,5395,13,814661
5584,.,,,5395,13,814662
5585,По,ПП,по,5395,14,814663
5586,Володимирськiй,АН,Володимирська,5395,14,814664
5587,-,,-,5395,14,814665
5588,басують,ГЮ,басувати,5395,14,814666
5589,дончаки,ЙА,дончак,5395,14,814667
5590,",",,,5395,14,814668
5591,по,ПП,по,5395,14,814669
5592,Володимирськiй,АН,Володимирська,5395,14,814670
5593,-,,-,5395,14,814671
5594,на,ПВ,на,5395,14,814672
5595,гiмн,ЙВ,гімн,5395,14,814673
5596,",",,,5395,14,814674
5597,на,ПВ,на,5395,14,814675
5598,хор,ЙВ,хор,5395,14,814676
5599,",",,,5395,14,814677
5600,на,ПВ,на,5395,14,814678
5601,мiтинг,ЙВ,мітинг,5395,14,814679
5602,летять,ГЮ,летіти,5395,14,814680
5603,",",,,5395,14,814681
5604,спiшать,ГЮ,спішити,5395,14,814682
5605,",",,,5395,14,814683
5606,смородять,ГЮ,смородити,5395,14,814684
5607,козаки,ЙА,козак,5395,14,814685
5608,",",,,5395,14,814686
5609,щоб,СП,щоб,5395,14,814687
5610,свiжу,АЛ,свіжий,5395,14,814688
5611,пiсню,КВ,пісня,5395,14,814689
5612,крiвцею,КТ,крівця,5395,14,814690
5613,помiтити,ГФ,помітити,5395,14,814691
5614,.,,,5395,14,814692
5615,Хористи,ЙА,хорист,5395,15,814693
5616,дужi,АА,дужий,5395,15,814694
5617,",",,,5395,15,814695
5618,скупчившись,Гл,скупчитися,5395,15,814696
5619,кущем,ЙТ,кущ,5395,15,814697
5620,",",,,5395,15,814698
5621,взяли,ГН,взяти,5395,15,814699
5622,на,ПВ,на,5395,15,814700
5623,руки,КУ,рука,5395,15,814701
5624,Лисенка,йВ,Лисенко,5395,15,814702
5625,",",,,5395,15,814703
5626,як,СП,як,5395,15,814704
5627,спротив,ЙВ,спротив,5395,15,814705
5628,",",,,5395,15,814706
5629,і,СС,і,5395,15,814707
5630,диригент,ЙИ,диригент,5395,15,814708
5631,повiв,ГЕ,повести,5395,15,814709
5632,плечем-плащем,ЛТ,плече-плащ,5395,15,814710
5633,",",,,5395,15,814711
5634,і,СС,і,5395,15,814712
5635,гiмн,ЙИ,гімн,5395,15,814713
5636,пiдвiвся,ГЭ,підвестися,5395,15,814714
5637,дивен-ясновроден,АИ,дивен-ясновроден,5395,15,814715
5638,.,,,5395,15,814716
5639,Цей,ОИ,цей,5395,16,814717
5640,гiмн,ЙИ,гімн,5395,16,814718
5641,похресник,ЙИ,похресник,5395,16,814719
5642,з,ПР,з,5395,16,814720
5643,кодла,ЛР,кодло,5395,16,814721
5644,теплих,АЕ,теплий,5395,16,814722
5645,рим,КЕ,рима,5395,16,814723
5646,уже,Н0,уже,5395,16,814724
5647,авторитарним,АТ,авторитарний,5395,16,814725
5648,став,ГЕ,стати,5395,16,814726
5649,потому,Н0,потому,5395,16,814727
5650,.,,,5395,16,814728
5651,.,,,5395,16,814729
5652,.,,,5395,16,814730
5653,I,СС,і,5395,17,814731
5654,пульт,ЙИ,пульт,5395,17,814732
5655,живий,АИ,живий,5395,17,814733
5656,",",,,5395,17,814734
5657,i,СС,і,5395,17,814735
5658,диригент,ЙИ,диригент,5395,17,814736
5659,над,ПТ,над,5395,17,814737
5660,ним,МТ,він,5395,17,814738
5661,одкочувались,ГМ,одкочуватися,5395,17,814739
5662,з,ПР,з,5395,17,814740
5663,того,ОР,той,5395,17,814741
5664,людолому,ЙР,людолом,5395,17,814742
5665,.,,,5395,17,814743
5666,Зринай,Г5,зринати,5395,18,814744
5667,",",,,5395,18,814745
5668,зухвальцю,ЙД,зухвалець,5395,18,814746
5669,",",,,5395,18,814747
5670,з,ПР,з,5395,18,814748
5671,журної,АЗ,журний,5395,18,814749
5672,журби,КР,журба,5395,18,814750
5673,",",,,5395,18,814751
5674,зривай,Г5,зривати,5395,18,814752
5675,крило,ЛВ,крило,5395,18,814753
5676,в,ПП,в,5395,18,814754
5677,зажмуренiм,АП,зажмурений,5395,18,814755
5678,польотi,ЙП,політ,5395,18,814756
5679,.,,,5395,18,814757
5680,В,ПП,в,5395,19,814758
5681,кишенях,КЯ,кишеня,5395,19,814759
5682,сплять,ГЮ,спати,5395,19,814760
5683,спрацьованi,АА,спрацьований,5395,19,814761
5684,раби,ЙА,раб,5395,19,814762
5685,скоцюрбленi,АА,скоцюрблений,5395,19,814763
5686,ручища,ЛА,ручище,5395,19,814764
5687,в,ПП,в,5395,19,814765
5688,креозотi,ЙП,креозот,5395,19,814766
5689,.,,,5395,19,814767
5690,На,ПП,на,5395,20,814768
5691,прив'язi,КП,прив'язь,5395,20,814769
5692,охранки,КР,охранка,5395,20,814770
5693,з,ПР,з,5395,20,814771
5694,метушнi,КР,метушня,5395,20,814772
5695,прорветесь,ГО,прорватися,5395,20,814773
5696,ви,МА,ви,5395,20,814774
5697,крiзь,ПВ,крізь,5395,20,814775
5698,пащi,КУ,паща,5395,20,814776
5699,конституцiй,КЕ,конституція,5395,20,814777
5700,до,ПР,до,5395,20,814778
5701,хати,КР,хата,5395,20,814779
5702,",",,,5395,20,814780
5703,де,Н0,де,5395,20,814781
5704,мелодiї,КА,мелодія,5395,20,814782
5705,ряснi,АА,рясний,5395,20,814783
5706,так,Н0,так,5395,20,814784
5707,попасом,ЙТ,попасом,5395,20,814785
5708,на,ПП,на,5395,20,814786
5709,клавiшах,КЯ,клавіша,5395,20,814787
5710,пасуться,ГУ,пастися,5395,20,814788
5711,.,,,5395,20,814789
5712,I,СС,і,5395,21,814790
5713,стрiнетесь,ГО,стрітися,5395,21,814791
5714,ви,МА,ви,5395,21,814792
5715,знов,Н0,знов,5395,21,814793
5716,чоло,ЛИ,чоло,5395,21,814794
5717,в,ПВ,в,5395,21,814795
5718,чоло,ЛВ,чоло,5395,21,814796
5719,по,ПП,по,5395,21,814797
5720,тiй,ОН,той,5395,21,814798
5721,горбатiй,АН,горбатий,5395,21,814799
5722,",",,,5395,21,814800
5723,цареломнiй,АН,цареломний,5395,21,814801
5724,працi,КП,праця,5395,21,814802
5725,",",,,5395,21,814803
5726,і,СС,і,5395,21,814804
5727,скатерка,КИ,скатерка,5395,21,814805
5728,пожмакне,ГЯ,пожмакнути,5395,21,814806
5729,пiд,ПТ,під,5395,21,814807
5730,столом,ЙТ,стіл,5395,21,814808
5731,од,ПР,од,5395,21,814809
5732,ламаних,АЕ,ламаний,5395,21,814810
5733,твердих,АЕ,твердий,5395,21,814811
5734,жестикуляцiй,КЕ,жестикуляція,5395,21,814812
5735,.,,,5395,21,814813
5736,I,СС,і,5395,22,814814
5737,знов,Н0,знов,5395,22,814815
5738,у,ПВ,у,5395,22,814816
5739,скроню,КВ,скроня,5395,22,814817
5740,вдаряться,ГУ,вдаритися,5395,22,814818
5741,рядки,ЙА,рядок,5395,22,814819
5742,",",,,5395,22,814820
5743,аж,Ь0,аж,5395,22,814821
5744,руки,КА,рука,5395,22,814822
5745,засудомить,ГЯ,засудомити,5395,22,814823
5746,в,ПП,в,5395,22,814824
5747,чорнiм,АП,чорний,5395,22,814825
5748,потi,ЙП,піт,5395,22,814826
5749,тож,СП,тож,5395,22,814827
5750,знов,Н0,знов,5395,22,814828
5751,на,ПВ,на,5395,22,814829
5752,нiч,КВ,ніч,5395,22,814830
5753,занурюй,Г5,занурювати,5395,22,814831
5754,струпаки,ЙУ,струпак,5395,22,814832
5755,в,ПП,в,5395,22,814833
5756,смердючiм,АШ,смердючий,5395,22,814834
5757,",",,,5395,22,814835
5758,як,СП,як,5395,22,814836
5759,охранка,КИ,охранка,5395,22,814837
5760,",",,,5395,22,814838
5761,креозотi,ЙП,креозот,5395,22,814839
5762,.,,,5395,22,814840
5763,.,,,5395,22,814841
5764,.,,,5395,22,814842
5765,Оскарження,ЛИ,оскарження,5396,1,814843
5766,Iвана,йР,Іван,5396,1,814844
5767,Гонти,йР,Гонта,5396,1,814845
5768,.,,,5396,1,814846
5769,Многосте,КК,многість,5396,2,814847
5770,свiту,ЙР,світ,5396,2,814848
5771,",",,,5396,2,814849
5772,тяжка,АЖ,тяжкий,5396,2,814850
5773,й,СС,й,5396,2,814851
5774,буденна,АЖ,буденний,5396,2,814852
5775,",",,,5396,2,814853
5776,односте,КК,одність,5396,2,814854
5777,свiту,ЙР,світ,5396,2,814855
5778,",",,,5396,2,814856
5779,метка,АЖ,меткий,5396,2,814857
5780,й,СС,й,5396,2,814858
5781,навiжена,АЖ,навіжений,5396,2,814859
5782,",",,,5396,2,814860
5783,дикосте,КК,дикість,5396,2,814861
5784,свiту,ЙР,світ,5396,2,814862
5785,",",,,5396,2,814863
5786,вертка,АЖ,верткий,5396,2,814864
5787,й,СС,й,5396,2,814865
5788,монотонна,АЖ,монотонний,5396,2,814866
5789,",",,,5396,2,814867
5790,лагодо,КК,лагода,5396,2,814868
5791,свiту,ЙР,світ,5396,2,814869
5792,з,ПР,з,5396,2,814870
5793,божого,АЧ,божий,5396,2,814871
5794,лона,ЛР,лоно,5396,2,814872
5795,!,,,5396,2,814873
5796,Кинув,ГЕ,кинути,5396,3,814874
5797,на,ПВ,на,5396,3,814875
5798,тебе,МВ,ти,5396,3,814876
5799,я,МИ,я,5396,3,814877
5800,клич,ЙВ,клич,5396,3,814878
5801,Святославiв,аВ,Святославів,5396,3,814879
5802,",",,,5396,3,814880
5803,вийшов,ГЕ,вийти,5396,3,814881
5804,на,ПВ,на,5396,3,814882
5805,ви,МА,ви,5396,3,814883
5806,",",,,5396,3,814884
5807,заки,Н0,заки,5396,3,814885
5808,день,ЙИ,день,5396,3,814886
5809,не,Ь0,не,5396,3,814887
5810,поржавiв,ГЕ,поржавіти,5396,3,814888
5811,",",,,5396,3,814889
5812,вийшов,ГЕ,вийти,5396,3,814890
5813,на,ПВ,на,5396,3,814891
5814,ви,МА,ви,5396,3,814892
5815,",",,,5396,3,814893
5816,заки,Н0,заки,5396,3,814894
5817,супрязь,КИ,супрязь,5396,3,814895
5818,з,ПТ,з,5396,3,814896
5819,добою,КТ,доба,5396,3,814897
5820,десь,Н0,десь,5396,3,814898
5821,в,ПП,в,5396,3,814899
5822,бойовищi,ЛП,бойовище,5396,3,814900
5823,двобою,ЙР,двобій,5396,3,814901
5824,з,ПТ,з,5396,3,814902
5825,собою,МТ,себе,5396,3,814903
5826,.,,,5396,3,814904
5827,Ненасить,КВ,ненасить,5396,4,814905
5828,долi,КР,доля,5396,4,814906
5829,впокорилась,ГИ,впокоритися,5396,4,814907
5830,мулом,ЙТ,мул,5396,4,814908
5831,",",,,5396,4,814909
5832,та,СС,та,5396,4,814910
5833,проростає,ГЯ,проростати,5396,4,814911
5834,майбутнє,ЛИ,майбутнє,5396,4,814912
5835,в,ПВ,в,5396,4,814913
5836,минулiм,ЛП,минуле,5396,4,814914
5837,",",,,5396,4,814915
5838,вишаблює,ГЯ,вишаблювати,5396,4,814916
5839,з,ПР,з,5396,4,814917
5840,пiхов,КЕ,піхва,5396,4,814918
5841,корiння,ЛУ,коріння,5396,4,814919
5842,цупкiшi,АУ,цупкіший,5396,4,814920
5843,з,ПР,з,5396,4,814921
5844,лона,ЛР,лоно,5396,4,814922
5845,непам'ятi,КР,непам'ять,5396,4,814923
5846,в,ПВ,в,5396,4,814924
5847,пахолодь,КВ,пахолодь,5396,4,814925
5848,тишi,КР,тиша,5396,4,814926
5849,.,,,5396,4,814927
5850,Дню,ЙК,день,5396,5,814928
5851,мiй,ОИ,мій,5396,5,814929
5852,стоболiсний,АИ,стоболісний,5396,5,814930
5853,",",,,5396,5,814931
5854,дню,ЙК,день,5396,5,814932
5855,чорногрекий,АИ,чорногрекий,5396,5,814933
5856,",",,,5396,5,814934
5857,навзiр,Н0,навзір,5396,5,814935
5858,-,,-,5396,5,814936
5859,правдивий,АИ,правдивий,5396,5,814937
5860,",",,,5396,5,814938
5861,вiд,ПР,від,5396,5,814939
5862,правди,КР,правда,5396,5,814940
5863,-,,-,5396,5,814941
5864,далекий,АИ,далекий,5396,5,814942
5865,",",,,5396,5,814943
5866,буйний,АИ,буйний,5396,5,814944
5867,",",,,5396,5,814945
5868,громохкий,АИ,громохкий,5396,5,814946
5869,",",,,5396,5,814947
5870,пiдступний,АИ,підступний,5396,5,814948
5871,",",,,5396,5,814949
5872,солодкий,АИ,солодкий,5396,5,814950
5873,",",,,5396,5,814951
5874,предовгий,АИ,предовгий,5396,5,814952
5875,-,,-,5396,5,814953
5876,для,ПР,для,5396,5,814954
5877,марень,ЛЕ,марення,5396,5,814955
5878,",",,,5396,5,814956
5879,для,ПР,для,5396,5,814957
5880,дiй,КЕ,дія,5396,5,814958
5881,закороткий,АИ,закороткий,5396,5,814959
5882,.,,,5396,5,814960
5883,Нам,МО,ми,5396,6,814961
5884,би,Ь0,би,5396,6,814962
5885,зажити,ГФ,зажити,5396,6,814963
5886,слави,КР,слава,5396,6,814964
5887,з,ПТ,з,5396,6,814965
5888,тобою,МТ,ти,5396,6,814966
5889,",",,,5396,6,814967
5890,тiльки,Н0,тільки,5396,6,814968
5891,з,ПТ,з,5396,6,814969
5892,тобою,МТ,ти,5396,6,814970
5893,в,ПП,в,5396,6,814971
5894,тяжкому,АП,тяжкий,5396,6,814972
5895,двобою,ЙП,двобій,5396,6,814973
5896,",",,,5396,6,814974
5897,нам,МО,ми,5396,6,814975
5898,би,Ь0,би,5396,6,814976
5899,з,ПТ,з,5396,6,814977
5900,тобою,МТ,ти,5396,6,814978
5901,козирувати,ГФ,козирувати,5396,6,814979
5902,над,ПВ,над,5396,6,814980
5903,людськi,АУ,людський,5396,6,814981
5904,грати,ИУ,грати,5396,6,814982
5905,i,СС,і,5396,6,814983
5906,царськi,АУ,царський,5396,6,814984
5907,гармати,КУ,гармата,5396,6,814985
5908,.,,,5396,6,814986
5909,Та,СС,Та,5396,7,814987
5910,тiльки,Н0,тільки,5396,7,814988
5911,бджiлка,КИ,бджілка,5396,7,814989
5912,сiла,ГЙ,сісти,5396,7,814990
5913,на,ПВ,на,5396,7,814991
5914,шаблю,КВ,шабля,5396,7,814992
5915,",",,,5396,7,814993
5916,й,СС,й,5396,7,814994
5917,занести,ГФ,занести,5396,7,814995
5918,шаблю,КВ,шабля,5396,7,814996
5919,вже,Н0,вже,5396,7,814997
5920,не,Ь0,не,5396,7,814998
5921,потраплю,ГR,потрапити,5396,7,814999
5922,.,,,5396,7,815000
5923,.,,,5396,7,815001
5924,.,,,5396,7,815002
5925,Сизий,АИ,сизий,5397,1,815003
5926,птах,ЙИ,птах,5397,1,815004
5927,із,ПР,із,5397,1,815005
5928,гніздов`я,ЛР,гніздов`я,5397,1,815006
5929,Курбаса,йР,Курбас,5397,1,815007
5930,.,,,5397,1,815008
5931,1,ЦЦ,1,5397,2,815009
5932,.,,,5397,2,815010
5933,Так,Ь0,Так,5397,2,815011
5934,",",,,5397,2,815012
5935,це,Ь0,це,5397,2,815013
5936,Ви,МА,ви,5397,2,815014
5937,всюди,Н0,всюди,5397,2,815015
5938,поруч,Н0,поруч,5397,2,815016
5939,i,СС,і,5397,2,815017
5940,досi,Н0,досі,5397,2,815018
5941,м'яким,АТ,м'який,5397,2,815019
5942,явором,ЙТ,явір,5397,2,815020
5943,",",,,5397,2,815021
5944,твердим,АТ,твердий,5397,2,815022
5945,каменем,ЙТ,камінь,5397,2,815023
5946,",",,,5397,2,815024
5947,павiттю,КТ,павіть,5397,2,815025
5948,",",,,5397,2,815026
5949,щебетом,ЙТ,щебіт,5397,2,815027
5950,",",,,5397,2,815028
5951,пошумом,ЙТ,пошум,5397,2,815029
5952,",",,,5397,2,815030
5953,спекою,КТ,спека,5397,2,815031
5954,",",,,5397,2,815032
5955,димом,ЙТ,дим,5397,2,815033
5956,",",,,5397,2,815034
5957,яснiстю,КТ,ясність,5397,2,815035
5958,i,СС,і,5397,2,815036
5959,невдоволенням,ЛТ,невдоволення,5397,2,815037
5960,зболеним,АЦ,зболений,5397,2,815038
5961,",",,,5397,2,815039
5962,вищанням,ЛТ,вищання,5397,2,815040
5963,дитячим,АЦ,дитячий,5397,2,815041
5964,",",,,5397,2,815042
5965,метеликом,ЙТ,метелик,5397,2,815043
5966,тихим,АТ,тихий,5397,2,815044
5967,",",,,5397,2,815045
5968,канупером,ЙТ,канупер,5397,2,815046
5969,i,СС,і,5397,2,815047
5970,узгiр'ями,ЛЮ,узгір'я,5397,2,815048
5971,",",,,5397,2,815049
5972,кременем,ЙТ,Кремень,5397,2,815050
5973,",",,,5397,2,815051
5974,земля,КИ,земля,5397,2,815052
5975,Вам,МО,ви,5397,2,815053
5976,пером,ЛТ,перо,5397,2,815054
5977,",",,,5397,2,815055
5978,мiй,ОИ,мій,5397,2,815056
5979,дивний,АИ,дивний,5397,2,815057
5980,друже,ЙК,друг,5397,2,815058
5981,!,,,5397,2,815059
5982,Безсмертя,ЛР,безсмертя,5397,3,815060
5983,людська,АЖ,людський,5397,3,815061
5984,облуда,КИ,облуда,5397,3,815062
5985,правiчна,АЖ,правічний,5397,3,815063
5986,",",,,5397,3,815064
5987,лжа,КИ,лжа,5397,3,815065
5988,його,ЪS,він,5397,3,815066
5989,пишно,Н0,пишно,5397,3,815067
5990,випещує,ГЯ,випещувати,5397,3,815068
5991,",",,,5397,3,815069
5992,влещує,ГЯ,влещувати,5397,3,815070
5993,.,,,5397,3,815071
5994,Ясна,АЖ,ясний,5397,4,815072
5995,твердорука,АЖ,твердорукий,5397,4,815073
5996,смерть,КИ,смерть,5397,4,815074
5997,погiрдно,Н0,погірдно,5397,4,815075
5998,I,СС,і,5397,4,815076
5999,на,ПВ,на,5397,4,815077
6000,кпин,ЙВ,кпин,5397,4,815078
6001,його,МВ,він,5397,4,815079
6002,брати,ГФ,брати,5397,4,815080
6003,не,Ь0,не,5397,4,815081
6004,хоче,ГЯ,хотіти,5397,4,815082
6005,.,,,5397,4,815083
6006,.,,,5397,4,815084
6007,.,,,5397,4,815085
6008,П,U,п,5397,5,815086
6009,.,,,5397,5,815087
6010,Ваше,ОС,ваш,5397,5,815088
6011,чисте,АС,чистий,5397,5,815089
6012,чоло,ЛИ,чоло,5397,5,815090
6013,",",,,5397,5,815091
6014,Ваша,ОЖ,ваш,5397,5,815092
6015,лагiдна,АЖ,лагідний,5397,5,815093
6016,лисина,КИ,лисина,5397,5,815094
6017,з,ПТ,з,5397,5,815095
6018,добiрними,АЮ,добірний,5397,5,815096
6019,краплями,КЮ,крапля,5397,5,815097
6020,чоловiчого,АР,чоловічий,5397,5,815098
6021,поту,ЙР,піт,5397,5,815099
6022,",",,,5397,5,815100
6023,з,ПТ,з,5397,5,815101
6024,диким,АЦ,дикий,5397,5,815102
6025,плетивом,ЛТ,плетиво,5397,5,815103
6026,вен,КЕ,вена,5397,5,815104
6027,насподi,Н0,насподі,5397,5,815105
6028,",",,,5397,5,815106
6029,так,Ь0,так,5397,5,815107
6030,",",,,5397,5,815108
6031,це,Ь0,це,5397,5,815109
6032,Ви,МА,ви,5397,5,815110
6033,всюди,Н0,всюди,5397,5,815111
6034,поруч,Н0,поруч,5397,5,815112
6035,i,СС,і,5397,5,815113
6036,досi,Н0,досі,5397,5,815114
6037,м'яким,АТ,м'який,5397,5,815115
6038,явором,ЙТ,явір,5397,5,815116
6039,",",,,5397,5,815117
6040,твердим,АТ,твердий,5397,5,815118
6041,каменем,ЙТ,камінь,5397,5,815119
6042,",",,,5397,5,815120
6043,павiттю,КТ,павіть,5397,5,815121
6044,.,,,5397,5,815122
6045,Завжди,Н0,завжди,5397,6,815123
6046,хотiлось,ГЛ,хотітися,5397,6,815124
6047,живому,АД,живий,5397,6,815125
6048,Вам,МО,ви,5397,6,815126
6049,руку,КВ,рука,5397,6,815127
6050,смагляву,АЛ,смаглявий,5397,6,815128
6051,поцiлувати,ГФ,поцілувати,5397,6,815129
6052,",",,,5397,6,815130
6053,мертвому,АД,мертвий,5397,6,815131
6054,птаховi,ЙД,птах,5397,6,815132
6055,рук,КЕ,рука,5397,6,815133
6056,цiлувати,ГФ,цілувати,5397,6,815134
6057,не,Ь0,не,5397,6,815135
6058,буду,ГZ,бути,5397,6,815136
6059,смерть,КИ,смерть,5397,6,815137
6060,на,ПВ,на,5397,6,815138
6061,смак,ЙВ,смак,5397,6,815139
6062,менi,МД,я,5397,6,815140
6063,вiдворотна,АЖ,відворотний,5397,6,815141
6064,.,,,5397,6,815142
6065,Завжди,Н0,завжди,5397,7,815143
6066,хотiлось,ГЛ,хотітися,5397,7,815144
6067,живому,АД,живий,5397,7,815145
6068,Вам,МО,ви,5397,7,815146
6069,руку,КВ,рука,5397,7,815147
6070,смагляву,АЛ,смаглявий,5397,7,815148
6071,поцiлувати,ГФ,поцілувати,5397,7,815149
6072,i,СС,і,5397,7,815150
6073,стишитись,ГП,стишитися,5397,7,815151
6074,.,,,5397,7,815152
6075,III,U,ііі,5397,8,815153
6076,.,,,5397,8,815154
6077,Сизий,АИ,сизий,5397,8,815155
6078,мiй,ОИ,мій,5397,8,815156
6079,друже,ЙК,друг,5397,8,815157
6080,з,ПР,з,5397,8,815158
6081,гнiздов'я,ЛР,гніздов'я,5397,8,815159
6082,Курбаса,йР,Курбас,5397,8,815160
6083,",",,,5397,8,815161
6084,мужчино,ЙК,мужчина,5397,8,815162
6085,з,ПР,з,5397,8,815163
6086,напiвлегенди,КР,напівлегенда,5397,8,815164
6087,",",,,5397,8,815165
6088,боже,ЬВ,боже,5397,8,815166
6089,мiй,ОИ,мій,5397,8,815167
6090,",",,,5397,8,815168
6091,якась,ОЖ,якийсь,5397,8,815169
6092,щиросердна,АЖ,щиросердний,5397,8,815170
6093,м'якiсть,КИ,м'якість,5397,8,815171
6094,кутала,ГЙ,кутати,5397,8,815172
6095,тугу,АЛ,тугий,5397,8,815173
6096,Вашу,ОЛ,ваш,5397,8,815174
6097,постать,КВ,постать,5397,8,815175
6098,і,СС,і,5397,8,815176
6099,моє,ОХ,мій,5397,8,815177
6100,задубiле,АХ,задубілий,5397,8,815178
6101,хижацтво,ЛВ,хижацтво,5397,8,815179
6102,нiжнiстю,КТ,ніжність,5397,8,815180
6103,тону,ЙР,тон,5397,8,815181
6104,роззброювала,ГЙ,роззброювати,5397,8,815182
